"Time (ps)", "Coul-SR:Water_and_ions-LIG", "LJ-SR:Water_and_ions-LIG", "Coul-14:Water_and_ions-LIG", "LJ-14:Water_and_ions-LIG", "Coul-SR:LIG-LIG", "LJ-SR:LIG-LIG", "Coul-14:LIG-LIG", "LJ-14:LIG-LIG"
2438.000000, -302.903076, -211.756500, 0.000000, 0.000000, 288.648468, -33.513943, -649.672668, 104.112778
2439.000000, -320.352661, -201.194046, 0.000000, 0.000000, 291.356537, -44.254654, -652.421448, 97.790962
2440.000000, -338.894226, -178.187195, 0.000000, 0.000000, 280.012573, -37.964394, -643.543518, 101.431992
2441.000000, -304.235077, -189.419189, 0.000000, 0.000000, 285.149780, -35.321701, -642.475708, 100.333572
2442.000000, -290.788605, -185.551102, 0.000000, 0.000000, 278.950317, -40.005928, -641.671753, 95.169792
2443.000000, -275.687805, -183.344650, 0.000000, 0.000000, 285.691895, -30.963352, -646.427063, 108.773987
2444.000000, -302.159851, -173.248337, 0.000000, 0.000000, 280.307404, -33.394043, -638.428284, 99.539879
2445.000000, -287.000793, -173.776199, 0.000000, 0.000000, 289.754059, -32.532547, -649.804260, 101.150536
2446.000000, -298.913879, -192.882538, 0.000000, 0.000000, 301.532440, -32.593807, -651.641296, 100.232124
2447.000000, -266.799408, -192.239700, 0.000000, 0.000000, 288.902313, -32.709389, -650.981140, 107.795891
2448.000000, -306.836639, -166.820999, 0.000000, 0.000000, 283.423706, -35.307312, -644.976685, 98.169342
2449.000000, -322.816559, -173.634979, 0.000000, 0.000000, 273.380493, -30.444763, -633.372742, 95.097649
2450.000000, -284.255615, -180.285309, 0.000000, 0.000000, 275.661438, -39.217716, -634.879272, 93.518066
2451.000000, -273.611725, -206.184265, 0.000000, 0.000000, 280.126038, -40.122341, -639.224365, 100.414124
2452.000000, -253.056015, -200.668030, 0.000000, 0.000000, 288.322266, -42.472950, -649.616211, 100.043228
2453.000000, -297.402496, -189.856140, 0.000000, 0.000000, 269.427185, -32.856590, -639.228088, 98.993355
2454.000000, -281.926056, -186.883667, 0.000000, 0.000000, 279.392059, -37.277718, -655.486877, 107.574539
2455.000000, -344.928009, -177.819366, 0.000000, 0.000000, 278.781494, -41.565353, -636.139221, 99.359261
2456.000000, -271.235382, -194.655334, 0.000000, 0.000000, 272.682281, -45.894245, -642.480957, 108.610062
2457.000000, -273.114899, -191.545303, 0.000000, 0.000000, 278.213776, -47.409443, -641.404663, 98.382736
2458.000000, -265.951294, -180.542252, 0.000000, 0.000000, 289.877960, -46.237656, -648.841736, 94.613922
2459.000000, -293.385193, -182.195892, 0.000000, 0.000000, 288.242981, -25.866564, -655.116272, 102.943642
2460.000000, -292.256897, -189.619141, 0.000000, 0.000000, 293.118134, -30.829502, -658.830322, 96.936623
2461.000000, -321.299347, -201.826126, 0.000000, 0.000000, 287.494476, -25.854698, -649.210266, 100.485748
2462.000000, -292.784332, -204.916595, 0.000000, 0.000000, 291.899567, -41.616379, -657.294373, 101.678520
2463.000000, -305.138947, -184.002777, 0.000000, 0.000000, 285.975403, -35.034241, -648.931274, 99.918396
2464.000000, -307.974365, -186.479095, 0.000000, 0.000000, 285.568451, -48.257366, -645.983215, 100.753830
2465.000000, -335.243958, -179.933975, 0.000000, 0.000000, 286.852875, -15.099894, -647.369690, 101.771408
2466.000000, -331.460907, -210.041824, 0.000000, 0.000000, 287.448242, -13.355049, -653.674805, 102.163033
2467.000000, -292.177765, -167.581375, 0.000000, 0.000000, 290.310242, -38.947365, -651.736206, 99.092819
2468.000000, -281.117432, -207.211792, 0.000000, 0.000000, 286.503784, -22.253954, -645.595520, 101.043388
2469.000000, -289.998749, -226.830215, 0.000000, 0.000000, 287.381073, -34.630692, -656.697693, 101.112228
2470.000000, -291.044342, -178.830292, 0.000000, 0.000000, 292.308594, -26.532074, -656.589478, 105.371506
2471.000000, -300.928528, -203.589508, 0.000000, 0.000000, 285.169250, -32.010418, -644.532349, 96.922668
2472.000000, -328.825439, -189.369720, 0.000000, 0.000000, 282.263947, -42.014523, -648.179016, 100.922165
2473.000000, -332.707581, -159.328888, 0.000000, 0.000000, 286.418091, -43.203995, -650.874634, 107.016312
2474.000000, -302.712738, -195.756287, 0.000000, 0.000000, 279.739258, -36.422352, -650.877747, 100.855415
2475.000000, -352.935028, -196.510941, 0.000000, 0.000000, 283.934723, -47.540489, -651.498718, 105.465645
2476.000000, -288.383514, -187.406342, 0.000000, 0.000000, 295.322296, -35.518768, -656.592651, 98.788818
2477.000000, -346.912628, -185.889069, 0.000000, 0.000000, 285.086426, -45.242767, -643.400818, 95.851379
2478.000000, -310.671814, -195.592499, 0.000000, 0.000000, 291.092896, -29.501278, -649.448914, 98.458817
2479.000000, -278.037201, -190.892593, 0.000000, 0.000000, 291.659851, -24.132624, -649.922668, 94.382767
2480.000000, -319.642670, -187.293091, 0.000000, 0.000000, 293.236542, -35.589748, -648.068848, 102.135933
2481.000000, -266.563751, -205.242004, 0.000000, 0.000000, 288.346466, -16.968580, -650.375854, 102.324074
2482.000000, -314.091125, -183.834518, 0.000000, 0.000000, 284.071075, -23.422516, -641.616089, 98.738617
2483.000000, -243.508530, -205.082474, 0.000000, 0.000000, 283.310638, -51.164749, -647.123535, 97.732536
2484.000000, -290.609039, -175.829224, 0.000000, 0.000000, 301.253754, -28.413860, -653.281738, 109.319382
2485.000000, -286.216003, -174.965912, 0.000000, 0.000000, 279.089722, -33.688988, -646.081909, 107.094780
2486.000000, -250.504166, -211.605438, 0.000000, 0.000000, 286.714569, -22.744810, -644.099609, 99.392334
2487.000000, -348.192932, -202.153503, 0.000000, 0.000000, 279.084778, -32.482109, -645.296570, 107.848053
2488.000000, -293.161530, -182.193893, 0.000000, 0.000000, 285.106079, -36.533512, -651.874207, 101.773270
2489.000000, -276.446747, -223.062607, 0.000000, 0.000000, 288.761505, -25.728270, -650.308228, 104.124931
2490.000000, -274.765594, -184.880020, 0.000000, 0.000000, 291.445587, -52.659718, -660.396423, 97.299644
2491.000000, -318.145538, -184.758026, 0.000000, 0.000000, 281.548767, -38.379448, -651.227295, 109.851746
2492.000000, -299.387268, -187.865219, 0.000000, 0.000000, 284.785858, -35.426315, -643.777466, 97.264008
2493.000000, -284.672485, -208.704376, 0.000000, 0.000000, 286.257294, -49.797401, -648.208069, 100.357849
2494.000000, -311.939148, -209.979248, 0.000000, 0.000000, 288.174591, -41.128185, -654.608459, 105.059868
2495.000000, -255.176086, -180.373734, 0.000000, 0.000000, 290.574463, -38.121986, -653.342163, 96.987823
2496.000000, -294.822937, -177.817688, 0.000000, 0.000000, 297.629547, -39.419548, -656.767822, 99.775970
2497.000000, -322.250885, -185.084747, 0.000000, 0.000000, 281.806915, -44.317909, -637.064758, 102.628593
2498.000000, -276.967346, -194.859711, 0.000000, 0.000000, 288.220978, -35.198711, -650.199341, 112.860588
2499.000000, -280.755005, -196.201355, 0.000000, 0.000000, 283.541626, -38.032944, -645.694641, 103.873596
2500.000000, -267.069550, -187.228867, 0.000000, 0.000000, 283.453094, -33.882439, -645.728882, 103.116180
2501.000000, -254.948914, -221.257629, 0.000000, 0.000000, 287.885071, -36.959000, -649.247681, 100.027397
2502.000000, -315.141541, -183.409027, 0.000000, 0.000000, 281.734009, -40.827919, -642.423584, 102.233070
2503.000000, -285.266174, -195.296539, 0.000000, 0.000000, 288.234558, -27.852026, -647.623596, 99.244484
2504.000000, -334.795532, -186.038574, 0.000000, 0.000000, 279.134491, -42.095676, -639.098389, 97.702187
2505.000000, -361.653320, -198.816315, 0.000000, 0.000000, 290.828156, -32.118572, -656.667969, 107.294044
2506.000000, -317.235077, -186.841721, 0.000000, 0.000000, 297.107819, -49.206360, -653.132935, 94.273552
2507.000000, -279.605133, -208.249207, 0.000000, 0.000000, 296.355316, -32.089916, -653.934387, 100.423088
2508.000000, -282.232178, -194.210403, 0.000000, 0.000000, 287.084991, -19.078117, -643.410339, 99.780548
2509.000000, -332.650879, -170.633621, 0.000000, 0.000000, 278.225372, -44.735565, -644.074951, 97.254303
2510.000000, -320.602814, -172.999557, 0.000000, 0.000000, 289.893188, -33.697193, -644.359192, 102.892372
2511.000000, -331.624420, -187.908310, 0.000000, 0.000000, 288.132416, -26.378063, -650.622986, 100.609482
2512.000000, -298.290863, -191.775650, 0.000000, 0.000000, 281.269714, -35.001759, -645.949890, 106.252571
2513.000000, -269.363342, -192.993576, 0.000000, 0.000000, 284.742279, -34.574402, -648.724243, 97.577370
2514.000000, -299.240662, -206.242813, 0.000000, 0.000000, 283.851898, -33.985188, -646.578796, 100.889450
2515.000000, -290.122467, -208.311523, 0.000000, 0.000000, 279.941284, -39.239357, -642.420776, 104.716629
2516.000000, -295.610657, -207.705139, 0.000000, 0.000000, 283.903564, -41.945335, -641.152771, 91.441360
2517.000000, -288.641357, -209.755264, 0.000000, 0.000000, 271.696716, -33.812252, -641.114014, 97.599602
2518.000000, -295.322296, -197.364227, 0.000000, 0.000000, 278.828400, -30.130772, -642.723572, 106.904083
2519.000000, -267.192352, -182.952209, 0.000000, 0.000000, 279.836761, -23.437185, -646.695496, 102.342125
2520.000000, -265.703827, -210.226822, 0.000000, 0.000000, 284.613312, -46.012817, -651.542297, 102.111153
2521.000000, -277.981049, -183.689468, 0.000000, 0.000000, 276.515839, -22.949921, -636.087524, 103.577866
2522.000000, -309.686066, -189.796310, 0.000000, 0.000000, 271.629700, -35.504253, -639.267639, 99.825287
2523.000000, -319.198517, -194.289291, 0.000000, 0.000000, 284.197449, -43.839600, -641.206299, 95.569252
2524.000000, -225.620010, -190.006271, 0.000000, 0.000000, 285.112213, -43.635227, -647.489746, 91.887711
2525.000000, -356.576904, -181.388016, 0.000000, 0.000000, 276.982605, -26.523493, -635.896973, 94.760185
2526.000000, -258.013458, -188.109558, 0.000000, 0.000000, 280.477905, -39.808525, -645.692993, 101.649704
2527.000000, -307.010254, -202.814484, 0.000000, 0.000000, 284.971252, -40.001644, -649.606628, 100.839478
2528.000000, -292.934326, -183.006653, 0.000000, 0.000000, 291.408234, -42.497040, -651.717529, 100.909416
2529.000000, -242.802216, -185.733337, 0.000000, 0.000000, 292.213196, -33.159382, -656.005920, 97.689980
2530.000000, -305.197235, -154.169128, 0.000000, 0.000000, 288.700500, -45.051365, -651.236084, 98.954124
2531.000000, -288.235596, -201.757080, 0.000000, 0.000000, 285.031891, -42.739937, -648.306274, 105.321701
2532.000000, -272.061066, -190.748383, 0.000000, 0.000000, 293.739990, -32.218960, -656.303589, 102.267540
2533.000000, -327.474701, -165.468292, 0.000000, 0.000000, 280.583801, -35.667351, -639.274963, 100.366211
2534.000000, -296.158142, -214.173218, 0.000000, 0.000000, 290.737854, -35.176968, -648.372925, 100.153099
2535.000000, -375.472168, -180.849869, 0.000000, 0.000000, 293.775543, -26.151026, -654.854370, 96.910355
2536.000000, -244.016937, -198.721909, 0.000000, 0.000000, 268.033569, -31.187386, -643.077637, 100.998016
2537.000000, -351.394043, -204.477661, 0.000000, 0.000000, 282.760590, -22.442625, -650.497986, 104.654060
2538.000000, -316.103577, -198.948456, 0.000000, 0.000000, 290.843781, -42.239765, -652.107544, 100.051262
2539.000000, -325.912323, -172.596115, 0.000000, 0.000000, 285.767395, -27.013803, -649.016907, 105.397362
2540.000000, -315.612366, -171.710068, 0.000000, 0.000000, 282.264526, -30.869482, -653.309937, 101.373360
2541.000000, -337.586975, -178.526199, 0.000000, 0.000000, 284.739075, -29.500021, -638.019531, 93.683899
2542.000000, -300.811279, -200.007446, 0.000000, 0.000000, 290.018677, -34.431309, -646.105286, 102.292046
2543.000000, -333.233978, -173.094330, 0.000000, 0.000000, 284.863708, -35.152042, -645.213074, 101.821693
2544.000000, -335.212799, -188.142120, 0.000000, 0.000000, 292.920807, -28.730280, -654.479919, 108.846962
2545.000000, -332.169586, -191.623642, 0.000000, 0.000000, 291.776031, -43.204578, -653.602356, 97.508499
2546.000000, -272.077118, -207.574905, 0.000000, 0.000000, 290.451202, -35.944897, -655.712891, 101.784492
2547.000000, -333.684326, -193.110962, 0.000000, 0.000000, 286.293915, -35.764809, -651.499146, 97.395370
2548.000000, -274.426300, -174.029907, 0.000000, 0.000000, 286.965240, -33.876972, -645.627563, 98.822403
2549.000000, -291.300537, -154.312057, 0.000000, 0.000000, 295.570984, -31.488997, -656.199280, 99.875778
2550.000000, -226.682709, -164.016953, 0.000000, 0.000000, 279.320038, -20.617491, -644.837646, 102.491570
2551.000000, -259.269409, -197.422318, 0.000000, 0.000000, 287.217285, -39.793842, -642.238037, 97.010330
2552.000000, -232.751236, -199.376282, 0.000000, 0.000000, 286.489288, -31.433556, -656.152344, 103.024780
2553.000000, -288.330475, -197.687164, 0.000000, 0.000000, 281.779755, -45.692471, -650.452576, 102.060974
2554.000000, -262.522919, -193.746719, 0.000000, 0.000000, 282.065002, -33.594193, -650.529236, 108.751083
2555.000000, -296.008087, -209.352097, 0.000000, 0.000000, 293.864075, -38.036213, -651.134949, 95.424904
2556.000000, -312.418457, -147.304916, 0.000000, 0.000000, 289.249786, -25.768471, -653.272888, 100.956718
2557.000000, -288.335907, -190.505219, 0.000000, 0.000000, 293.757751, -43.303555, -649.828308, 94.158730
2558.000000, -308.984100, -161.438049, 0.000000, 0.000000, 292.097626, -25.325134, -657.134521, 99.165314
2559.000000, -246.878464, -192.193115, 0.000000, 0.000000, 287.896942, -26.703480, -659.031738, 110.317551
2560.000000, -284.545410, -188.087738, 0.000000, 0.000000, 290.790039, -13.473856, -650.864014, 105.674561
2561.000000, -206.045563, -202.641495, 0.000000, 0.000000, 290.572571, -43.761848, -645.412170, 99.882744
2562.000000, -287.840546, -176.666565, 0.000000, 0.000000, 286.837250, -36.784294, -648.654175, 98.774803
2563.000000, -298.165131, -194.248550, 0.000000, 0.000000, 288.683838, -41.005642, -652.906189, 113.735550
2564.000000, -282.559845, -184.468643, 0.000000, 0.000000, 278.505463, -34.305264, -644.928345, 97.368256
2565.000000, -244.221542, -219.048126, 0.000000, 0.000000, 278.568024, -40.540756, -638.432678, 96.572029
2566.000000, -305.005890, -224.904633, 0.000000, 0.000000, 275.711304, -22.337429, -643.287170, 109.340576
2567.000000, -295.523987, -228.613602, 0.000000, 0.000000, 280.070007, -32.262661, -645.186584, 100.800369
2568.000000, -285.518860, -202.513016, 0.000000, 0.000000, 275.010651, -31.561348, -634.941589, 98.811981
2569.000000, -275.317505, -211.458481, 0.000000, 0.000000, 276.263916, -34.426922, -640.911682, 102.445946
2570.000000, -224.616913, -176.874786, 0.000000, 0.000000, 264.717133, -27.564995, -634.990234, 108.138741
2571.000000, -277.268890, -188.505081, 0.000000, 0.000000, 262.177063, -34.972824, -630.418701, 106.349205
2572.000000, -237.571884, -207.004608, 0.000000, 0.000000, 274.087860, -36.314552, -644.078125, 111.161812
2573.000000, -291.044159, -184.078232, 0.000000, 0.000000, 275.660797, -28.307526, -638.915405, 109.516708
2574.000000, -214.840317, -180.132706, 0.000000, 0.000000, 275.758057, -35.221878, -644.479309, 107.788063
2575.000000, -232.278427, -177.988800, 0.000000, 0.000000, 270.779877, -24.399090, -636.292480, 106.473442
2576.000000, -250.576035, -163.700500, 0.000000, 0.000000, 272.179291, -28.519514, -636.382324, 112.201736
2577.000000, -292.228882, -157.201447, 0.000000, 0.000000, 263.777405, -40.726082, -630.066162, 106.724205
2578.000000, -256.227112, -191.902451, 0.000000, 0.000000, 265.911377, -30.703192, -629.314880, 101.028625
2579.000000, -293.005188, -212.542557, 0.000000, 0.000000, 275.174713, -36.308441, -645.892334, 111.928749
2580.000000, -294.799072, -184.749969, 0.000000, 0.000000, 275.061829, -39.075989, -641.093811, 103.972282
2581.000000, -282.676392, -175.336288, 0.000000, 0.000000, 271.818573, -26.239166, -637.453674, 103.437248
2582.000000, -315.073792, -192.550949, 0.000000, 0.000000, 271.935791, -32.440933, -641.675842, 102.874855
2583.000000, -283.417877, -195.472549, 0.000000, 0.000000, 281.203369, -27.882280, -648.414185, 102.339035
2584.000000, -310.346313, -181.774582, 0.000000, 0.000000, 283.420654, -36.987453, -648.868469, 96.986664
2585.000000, -325.940704, -168.476471, 0.000000, 0.000000, 283.649994, -33.893959, -645.271729, 97.875992
2586.000000, -297.303864, -176.250015, 0.000000, 0.000000, 281.613007, -30.278917, -642.802368, 98.335007
2587.000000, -287.263519, -188.334076, 0.000000, 0.000000, 289.867462, -33.550495, -645.543152, 100.791481
2588.000000, -278.057587, -207.395813, 0.000000, 0.000000, 286.445221, -44.620445, -650.789307, 97.411415
2589.000000, -327.187256, -153.489227, 0.000000, 0.000000, 296.830780, -42.584381, -652.308899, 92.725357
2590.000000, -338.821747, -183.124130, 0.000000, 0.000000, 292.863647, -32.190254, -654.363525, 108.115814
2591.000000, -251.213989, -198.705734, 0.000000, 0.000000, 291.123077, -38.448429, -659.194702, 107.583672
2592.000000, -291.298645, -174.367722, 0.000000, 0.000000, 285.926758, -41.440212, -648.938049, 97.112831
2593.000000, -291.477509, -194.671463, 0.000000, 0.000000, 289.382141, -35.975945, -649.882568, 103.305931
2594.000000, -298.861786, -197.875290, 0.000000, 0.000000, 278.661652, -39.539452, -643.843384, 98.251625
2595.000000, -254.542664, -195.924408, 0.000000, 0.000000, 278.377625, -38.662121, -646.073303, 109.627304
2596.000000, -299.914368, -200.126389, 0.000000, 0.000000, 280.972137, -42.581783, -640.629211, 95.274002
2597.000000, -287.727356, -197.136520, 0.000000, 0.000000, 290.264862, -37.610626, -653.649414, 96.767937
2598.000000, -275.868256, -193.543625, 0.000000, 0.000000, 292.126251, -35.116344, -659.688538, 102.288170
2599.000000, -268.228912, -185.320160, 0.000000, 0.000000, 280.864868, -39.240376, -638.321899, 93.334435
2600.000000, -310.413422, -195.448761, 0.000000, 0.000000, 296.306366, -37.474651, -657.615417, 104.224655
2601.000000, -251.303238, -203.236343, 0.000000, 0.000000, 299.200623, -35.688641, -659.227844, 99.347748
2602.000000, -336.929291, -182.742172, 0.000000, 0.000000, 292.574127, -32.585598, -655.976074, 102.378250
2603.000000, -287.942352, -199.588104, 0.000000, 0.000000, 297.067444, -28.153498, -644.216003, 104.441460
2604.000000, -311.235046, -201.792618, 0.000000, 0.000000, 292.038055, -46.306091, -652.551819, 90.500816
2605.000000, -368.163849, -197.760513, 0.000000, 0.000000, 296.301270, -50.629196, -659.423523, 96.768387
2606.000000, -300.564911, -169.772675, 0.000000, 0.000000, 290.984772, -31.500738, -648.189880, 97.288048
2607.000000, -321.545837, -174.101547, 0.000000, 0.000000, 286.533051, -26.497841, -649.366211, 103.337196
2608.000000, -323.304016, -194.604935, 0.000000, 0.000000, 288.645264, -30.431538, -643.696472, 107.079712
2609.000000, -281.804230, -227.676987, 0.000000, 0.000000, 295.112457, -35.555271, -653.386719, 104.601440
2610.000000, -339.810608, -182.492599, 0.000000, 0.000000, 295.343964, -36.505913, -655.664429, 101.956306
2611.000000, -322.601288, -200.283798, 0.000000, 0.000000, 294.138092, -34.418034, -658.392639, 102.477386
2612.000000, -277.521179, -180.723724, 0.000000, 0.000000, 286.469513, -24.253218, -650.251343, 103.762657
2613.000000, -294.071472, -168.136063, 0.000000, 0.000000, 282.721771, -16.941687, -641.562622, 107.752480
2614.000000, -259.124603, -191.866226, 0.000000, 0.000000, 283.384552, -27.158924, -646.838684, 109.332619
2615.000000, -227.193436, -188.564117, 0.000000, 0.000000, 274.126770, -34.676514, -641.916077, 106.803062
2616.000000, -310.185699, -198.266922, 0.000000, 0.000000, 273.378387, -41.866871, -639.042480, 107.268677
2617.000000, -302.130219, -183.531326, 0.000000, 0.000000, 268.223846, -39.072006, -630.534851, 95.854744
2618.000000, -286.134735, -207.703384, 0.000000, 0.000000, 274.870636, -39.576794, -641.758545, 96.508499
2619.000000, -282.397675, -204.614227, 0.000000, 0.000000, 276.773529, -38.719582, -640.368286, 94.397652
2620.000000, -299.460175, -178.751312, 0.000000, 0.000000, 279.800903, -40.624874, -648.519653, 99.273277
2621.000000, -309.241364, -185.357910, 0.000000, 0.000000, 278.689117, -39.460167, -646.199463, 98.997620
2622.000000, -312.399994, -215.929153, 0.000000, 0.000000, 276.753265, -36.136066, -641.436768, 97.467529
2623.000000, -259.395477, -195.572952, 0.000000, 0.000000, 269.001953, -37.730984, -636.181213, 96.789978
2624.000000, -302.770538, -161.753021, 0.000000, 0.000000, 293.705475, -39.769890, -657.121948, 102.275711
2625.000000, -300.254974, -186.896835, 0.000000, 0.000000, 286.234558, -35.823029, -648.566223, 106.425301
2626.000000, -251.502655, -201.961349, 0.000000, 0.000000, 277.507568, -37.118782, -644.228699, 103.558212
2627.000000, -243.631592, -218.621078, 0.000000, 0.000000, 282.780151, -31.254004, -639.039856, 100.034668
2628.000000, -294.403961, -189.174011, 0.000000, 0.000000, 289.768677, -42.918522, -653.005127, 96.978821
2629.000000, -290.156494, -192.573425, 0.000000, 0.000000, 291.990448, -42.504993, -644.591187, 95.116409
2630.000000, -296.347656, -185.582672, 0.000000, 0.000000, 281.517548, -33.229168, -645.632202, 103.844574
2631.000000, -289.873138, -183.912964, 0.000000, 0.000000, 286.097931, -27.306339, -645.372314, 97.967216
2632.000000, -279.063873, -202.489594, 0.000000, 0.000000, 293.146942, -39.107952, -653.666382, 101.562737
2633.000000, -239.893646, -207.974289, 0.000000, 0.000000, 275.860565, -43.389069, -639.725159, 95.780800
2634.000000, -251.368423, -178.855881, 0.000000, 0.000000, 288.848328, -25.463226, -656.080994, 108.786423
2635.000000, -303.314911, -177.354980, 0.000000, 0.000000, 277.729034, -47.679497, -640.924866, 95.396347
2636.000000, -291.163635, -194.169739, 0.000000, 0.000000, 281.657898, -32.049034, -644.365173, 101.245132
2637.000000, -301.044159, -181.005432, 0.000000, 0.000000, 292.663177, -30.661718, -648.346313, 103.404655
2638.000000, -273.041656, -202.177673, 0.000000, 0.000000, 287.380066, -36.173042, -654.671631, 103.206490
2639.000000, -273.230560, -188.209457, 0.000000, 0.000000, 283.391663, -41.738617, -649.498657, 100.466377
2640.000000, -313.890076, -180.305679, 0.000000, 0.000000, 284.392029, -19.030468, -639.869446, 99.980507
2641.000000, -267.204987, -202.185394, 0.000000, 0.000000, 277.916107, -41.146957, -639.933533, 92.682503
2642.000000, -294.087769, -179.111557, 0.000000, 0.000000, 291.325928, -36.884666, -651.234314, 101.955307
2643.000000, -262.084656, -199.552856, 0.000000, 0.000000, 296.023529, -28.086018, -656.767273, 93.516434
2644.000000, -318.335663, -186.567444, 0.000000, 0.000000, 286.080383, -30.335340, -644.231079, 100.278023
2645.000000, -274.391541, -184.564774, 0.000000, 0.000000, 290.011963, -38.188301, -654.091187, 96.853882
2646.000000, -298.496368, -173.346298, 0.000000, 0.000000, 285.106384, -2.679549, -641.234314, 100.486374
2647.000000, -319.196625, -162.707809, 0.000000, 0.000000, 278.694580, -37.378643, -641.827515, 104.657303
2648.000000, -290.393951, -200.737198, 0.000000, 0.000000, 279.515625, -27.040808, -637.086853, 100.763474
2649.000000, -323.333832, -188.873978, 0.000000, 0.000000, 277.241486, -36.957859, -639.049500, 103.003517
2650.000000, -275.433502, -166.593048, 0.000000, 0.000000, 265.921600, -21.485744, -634.172363, 110.039902
2651.000000, -326.474976, -164.322037, 0.000000, 0.000000, 291.971893, -36.469738, -658.042297, 113.915031
2652.000000, -318.195465, -188.397491, 0.000000, 0.000000, 271.223755, -38.323631, -631.362183, 102.461235
2653.000000, -287.438263, -191.481339, 0.000000, 0.000000, 285.792175, -47.097446, -652.132751, 101.718948
2654.000000, -258.600586, -197.284241, 0.000000, 0.000000, 286.447601, -28.907780, -652.960754, 104.786858
2655.000000, -284.684479, -180.485428, 0.000000, 0.000000, 285.658783, -28.079977, -647.898132, 105.860687
2656.000000, -271.827698, -188.553024, 0.000000, 0.000000, 278.501404, -40.317921, -639.438965, 96.757683
2657.000000, -358.808594, -167.811539, 0.000000, 0.000000, 286.194519, -35.063953, -643.004089, 97.587532
2658.000000, -280.086456, -191.831100, 0.000000, 0.000000, 297.189819, -27.527678, -655.417542, 102.842041
2659.000000, -335.691559, -185.004547, 0.000000, 0.000000, 288.064697, -27.444983, -649.032898, 103.208481
2660.000000, -290.760651, -204.465530, 0.000000, 0.000000, 287.233551, -35.717319, -654.272888, 101.282501
2661.000000, -321.674225, -165.519363, 0.000000, 0.000000, 278.250519, -33.835197, -639.058899, 98.025642
2662.000000, -268.685577, -194.411987, 0.000000, 0.000000, 281.911163, -38.678146, -645.009033, 102.722832
2663.000000, -298.980682, -158.470505, 0.000000, 0.000000, 283.392944, -30.717817, -649.676636, 98.164772
2664.000000, -252.258392, -201.397614, 0.000000, 0.000000, 289.641266, -34.597855, -652.060852, 99.560287
2665.000000, -284.871765, -208.172577, 0.000000, 0.000000, 284.596893, -25.222822, -652.165955, 104.152122
2666.000000, -328.438263, -150.364166, 0.000000, 0.000000, 283.278503, -27.767721, -647.245422, 96.263069
2667.000000, -288.940430, -206.899750, 0.000000, 0.000000, 284.947235, -35.157673, -653.586487, 105.980545
2668.000000, -326.736053, -196.804276, 0.000000, 0.000000, 290.468933, -27.545622, -651.741638, 105.534264
2669.000000, -325.840271, -187.962219, 0.000000, 0.000000, 291.053589, -34.094868, -652.503662, 97.383606
2670.000000, -261.461304, -192.048615, 0.000000, 0.000000, 288.245789, -14.464868, -649.575195, 103.021362
2671.000000, -326.048187, -176.080536, 0.000000, 0.000000, 279.272858, -24.836161, -645.006165, 99.008507
2672.000000, -264.090179, -197.173477, 0.000000, 0.000000, 285.561584, -35.448677, -653.914185, 107.182541
2673.000000, -286.585724, -196.249466, 0.000000, 0.000000, 292.715485, -37.630997, -653.353333, 105.427582
2674.000000, -306.380798, -169.390289, 0.000000, 0.000000, 289.807648, -38.928196, -651.314392, 101.375877
2675.000000, -264.021973, -210.284088, 0.000000, 0.000000, 280.650177, -34.400124, -643.725830, 100.508293
2676.000000, -277.556244, -188.178665, 0.000000, 0.000000, 294.157135, -40.556244, -658.898621, 102.478516
2677.000000, -261.986877, -205.028107, 0.000000, 0.000000, 293.741211, -41.220638, -659.198059, 104.679016
2678.000000, -287.991974, -187.897339, 0.000000, 0.000000, 290.086548, -43.246330, -653.395325, 97.163750
2679.000000, -293.489807, -182.906708, 0.000000, 0.000000, 294.618256, -45.766010, -649.526489, 94.967995
2680.000000, -320.264313, -171.811462, 0.000000, 0.000000, 280.397736, -41.540119, -645.049683, 104.550186
2681.000000, -382.833069, -183.185455, 0.000000, 0.000000, 289.489563, -36.993271, -639.364929, 102.721481
2682.000000, -274.950562, -194.803497, 0.000000, 0.000000, 292.545837, -36.087437, -655.317322, 106.003799
2683.000000, -275.674255, -198.485474, 0.000000, 0.000000, 287.634186, -38.931145, -649.850708, 98.713615
2684.000000, -297.838623, -182.750641, 0.000000, 0.000000, 284.094818, -40.832325, -639.258667, 104.215340
2685.000000, -337.491150, -156.541260, 0.000000, 0.000000, 291.227020, -43.555061, -654.471802, 98.002380
2686.000000, -300.234467, -204.617157, 0.000000, 0.000000, 285.894409, -33.437981, -642.794373, 98.454742
2687.000000, -316.564178, -183.347427, 0.000000, 0.000000, 296.054657, -25.616488, -664.874512, 103.813301
2688.000000, -343.802460, -162.736786, 0.000000, 0.000000, 292.235229, -32.008293, -650.227966, 93.227692
2689.000000, -281.831451, -194.884293, 0.000000, 0.000000, 293.384338, -34.833981, -651.750732, 107.078926
2690.000000, -298.736206, -210.921143, 0.000000, 0.000000, 288.908081, -40.979755, -643.822083, 98.341034
2691.000000, -313.104218, -169.364120, 0.000000, 0.000000, 282.324097, -35.785000, -644.974121, 99.877678
2692.000000, -276.918213, -186.683304, 0.000000, 0.000000, 271.266327, -29.718060, -639.394958, 98.991837
2693.000000, -254.352417, -195.159485, 0.000000, 0.000000, 276.862701, -29.790476, -643.984009, 110.567245
